t,phi,theta,phi_cmd,theta_cmd
30.016000,-0.000420,0.085060,0.000000,0.087266
30.024000,-0.000480,0.085069,0.000000,0.087266
30.032000,-0.000480,0.085069,0.000000,0.087266
30.040000,-0.000480,0.085069,0.000000,0.087266
30.048000,-0.000509,0.085085,0.000000,0.087266
30.056000,-0.000509,0.085085,0.000000,0.087266
30.064000,-0.000502,0.085144,0.000000,0.087266
30.072000,-0.000502,0.085144,0.000000,0.087266
30.080000,-0.000502,0.085144,0.000000,0.087266
30.092000,-0.000505,0.085155,0.000000,0.087266
30.100000,-0.000505,0.085155,0.000000,0.087266
30.108000,-0.000535,0.085170,0.000000,0.087266
30.116000,-0.000535,0.085170,0.000000,0.087266
30.124000,-0.000535,0.085182,0.000000,0.087266
30.132000,-0.000535,0.085182,0.000000,0.087266
30.140000,-0.000535,0.085182,0.000000,0.087266
30.148000,-0.000532,0.085151,0.000000,0.087266
30.156000,-0.000532,0.085151,0.000000,0.087266
30.164000,-0.000521,0.085158,0.000000,0.087266
30.172000,-0.000521,0.085158,0.000000,0.087266
30.180000,-0.000521,0.085158,0.000000,0.087266
30.192000,-0.000503,0.085142,0.000000,0.087266
30.200000,-0.000503,0.085142,0.000000,0.087266
30.208000,-0.000454,0.085113,0.000000,0.087266
30.216000,-0.000454,0.085113,0.000000,0.087266
30.224000,-0.000362,0.085105,0.000000,0.087266
30.232000,-0.000362,0.085105,0.000000,0.087266
30.240000,-0.000362,0.085105,0.000000,0.087266
30.248000,-0.000309,0.085109,0.000000,0.087266
30.256000,-0.000309,0.085109,0.000000,0.087266
30.264000,-0.000271,0.085171,0.000000,0.087266
30.272000,-0.000271,0.085171,0.000000,0.087266
30.280000,-0.000271,0.085171,0.000000,0.087266
30.292000,-0.000279,0.085221,0.000000,0.087266
30.300000,-0.000279,0.085221,0.000000,0.087266
30.308000,-0.000318,0.085202,0.000000,0.087266
30.316000,-0.000318,0.085202,0.000000,0.087266
30.324000,-0.000279,0.085212,0.000000,0.087266
30.332000,-0.000279,0.085212,0.000000,0.087266
30.340000,-0.000279,0.085212,0.000000,0.087266
30.348000,-0.000252,0.085228,0.000000,0.087266
30.356000,-0.000252,0.085228,0.000000,0.087266
30.364000,-0.000258,0.085266,0.000000,0.087266
30.372000,-0.000258,0.085266,0.000000,0.087266
30.380000,-0.000258,0.085266,0.000000,0.087266
30.392000,-0.000258,0.085298,0.000000,0.087266
30.400000,-0.000258,0.085298,0.000000,0.087266
30.408000,-0.000250,0.085327,0.000000,0.087266
30.416000,-0.000250,0.085327,0.000000,0.087266
30.424000,-0.000250,0.085327,0.000000,0.087266
30.432000,-0.000275,0.085369,0.000000,0.087266
30.440000,-0.000275,0.085369,0.000000,0.087266
30.448000,-0.000331,0.085396,0.000000,0.087266
30.456000,-0.000331,0.085396,0.000000,0.087266
30.464000,-0.000401,0.085436,0.000000,0.087266
30.472000,-0.000401,0.085436,0.000000,0.087266
30.480000,-0.000401,0.085436,0.000000,0.087266
30.492000,-0.000410,0.085497,0.000000,0.087266
30.500000,-0.000410,0.085497,0.000000,0.087266
30.508000,-0.000399,0.085495,0.000000,0.087266
30.516000,-0.000399,0.085495,0.000000,0.087266
30.524000,-0.000408,0.085506,0.000000,0.087266
30.532000,-0.000408,0.085506,0.000000,0.087266
30.540000,-0.000408,0.085506,0.000000,0.087266
30.548000,-0.000422,0.085471,0.000000,0.087266
30.556000,-0.000422,0.085471,0.000000,0.087266
30.564000,-0.000461,0.085507,0.000000,0.087266
30.572000,-0.000461,0.085507,0.000000,0.087266
30.580000,-0.000461,0.085507,0.000000,0.087266
30.592000,-0.000472,0.085511,0.000000,0.087266
30.600000,-0.000472,0.085511,0.000000,0.087266
30.608000,-0.000395,0.085510,0.000000,0.087266
30.616000,-0.000395,0.085510,0.000000,0.087266
30.624000,-0.000389,0.085513,0.000000,0.087266
30.632000,-0.000389,0.085513,0.000000,0.087266
30.640000,-0.000389,0.085513,0.000000,0.087266
30.648000,-0.000372,0.085549,0.000000,0.087266
30.656000,-0.000372,0.085549,0.000000,0.087266
30.664000,-0.000337,0.085517,0.000000,0.087266
30.672000,-0.000337,0.085517,0.000000,0.087266
30.680000,-0.000337,0.085517,0.000000,0.087266
30.692000,-0.000302,0.085493,0.000000,0.087266
30.700000,-0.000302,0.085493,0.000000,0.087266
30.708000,-0.000299,0.085473,0.000000,0.087266
30.716000,-0.000299,0.085473,0.000000,0.087266
30.724000,-0.000266,0.085521,0.000000,0.087266
30.732000,-0.000266,0.085521,0.000000,0.087266
30.740000,-0.000266,0.085521,0.000000,0.087266
30.748000,-0.000246,0.085534,0.000000,0.087266
30.756000,-0.000246,0.085534,0.000000,0.087266
30.764000,-0.000227,0.085507,0.000000,0.087266
30.772000,-0.000227,0.085507,0.000000,0.087266
30.780000,-0.000227,0.085507,0.000000,0.087266
30.792000,-0.000218,0.085478,0.000000,0.087266
30.800000,-0.000218,0.085478,0.000000,0.087266
30.808000,-0.000246,0.085475,0.000000,0.087266
30.816000,-0.000246,0.085475,0.000000,0.087266
30.824000,-0.000246,0.085475,0.000000,0.087266
30.832000,-0.000257,0.085452,0.000000,0.087266
30.840000,-0.000257,0.085452,0.000000,0.087266
30.848000,-0.000315,0.085485,0.000000,0.087266
30.856000,-0.000315,0.085485,0.000000,0.087266
30.864000,-0.000383,0.085516,0.000000,0.087266
30.872000,-0.000383,0.085516,0.000000,0.087266
30.880000,-0.000383,0.085516,0.000000,0.087266
30.892000,-0.000396,0.085536,0.000000,0.087266
30.900000,-0.000396,0.085536,0.000000,0.087266
30.908000,-0.000401,0.085526,0.000000,0.087266
30.916000,-0.000401,0.085526,0.000000,0.087266
30.924000,-0.000421,0.085500,0.000000,0.087266
30.932000,-0.000421,0.085500,0.000000,0.087266
30.940000,-0.000421,0.085500,0.000000,0.087266
30.948000,-0.000426,0.085524,0.000000,0.087266
30.956000,-0.000426,0.085524,0.000000,0.087266
30.964000,-0.000438,0.085601,0.000000,0.087266
30.972000,-0.000438,0.085601,0.000000,0.087266
30.980000,-0.000438,0.085601,0.000000,0.087266
30.992000,-0.000408,0.085628,0.000000,0.087266
31.000000,-0.000408,0.085628,0.000000,0.000000
31.008000,-0.000381,0.085603,0.000000,0.000000
31.016000,-0.000381,0.085603,0.000000,0.000000
31.024000,-0.000345,0.085583,0.000000,0.000000
31.032000,-0.000345,0.085583,0.000000,0.000000
31.040000,-0.000345,0.085583,0.000000,0.000000
31.048000,-0.000289,0.085538,0.000000,0.000000
31.056000,-0.000289,0.085538,0.000000,0.000000
31.064000,-0.000279,0.083944,0.000000,0.000000
31.072000,-0.000279,0.083944,0.000000,0.000000
31.080000,-0.000279,0.083944,0.000000,0.000000
31.092000,-0.000266,0.079352,0.000000,0.000000
31.100000,-0.000266,0.079352,0.000000,0.000000
31.108000,-0.000292,0.072023,0.000000,0.000000
31.116000,-0.000292,0.072023,0.000000,0.000000
31.124000,-0.000265,0.062882,0.000000,0.000000
31.132000,-0.000265,0.062882,0.000000,0.000000
31.140000,-0.000265,0.062882,0.000000,0.000000
31.148000,-0.000348,0.052981,0.000000,0.000000
31.156000,-0.000348,0.052981,0.000000,0.000000
31.164000,-0.000324,0.043038,0.000000,0.000000
31.172000,-0.000324,0.043038,0.000000,0.000000
31.180000,-0.000324,0.043038,0.000000,0.000000
31.192000,-0.000387,0.033533,0.000000,0.000000
31.200000,-0.000387,0.033533,0.000000,0.000000
31.208000,-0.000400,0.024761,0.000000,0.000000
31.216000,-0.000400,0.024761,0.000000,0.000000
31.224000,-0.000480,0.016924,0.000000,0.000000
31.232000,-0.000480,0.016924,0.000000,0.000000
31.240000,-0.000480,0.016924,0.000000,0.000000
31.248000,-0.000495,0.010182,0.000000,0.000000
31.256000,-0.000495,0.010182,0.000000,0.000000
31.264000,-0.000506,0.004565,0.000000,0.000000
31.272000,-0.000506,0.004565,0.000000,0.000000
31.280000,-0.000506,0.004565,0.000000,0.000000
31.292000,-0.000480,0.000063,0.000000,0.000000
31.300000,-0.000480,0.000063,0.000000,0.000000
31.308000,-0.000486,-0.003449,0.000000,0.000000
31.316000,-0.000486,-0.003449,0.000000,0.000000
31.324000,-0.000427,-0.006012,0.000000,0.000000
31.332000,-0.000427,-0.006012,0.000000,0.000000
31.340000,-0.000427,-0.006012,0.000000,0.000000
31.348000,-0.000382,-0.007665,0.000000,0.000000
31.356000,-0.000382,-0.007665,0.000000,0.000000
31.364000,-0.000345,-0.008561,0.000000,0.000000
31.372000,-0.000345,-0.008561,0.000000,0.000000
31.380000,-0.000345,-0.008561,0.000000,0.000000
31.392000,-0.000339,-0.008861,0.000000,0.000000
31.400000,-0.000339,-0.008861,0.000000,0.000000
31.408000,-0.000299,-0.008725,0.000000,0.000000
31.416000,-0.000299,-0.008725,0.000000,0.000000
31.424000,-0.000242,-0.008158,0.000000,0.000000
31.432000,-0.000242,-0.008158,0.000000,0.000000
31.440000,-0.000242,-0.008158,0.000000,0.000000
31.448000,-0.000212,-0.007335,0.000000,0.000000
31.456000,-0.000212,-0.007335,0.000000,0.000000
31.464000,-0.000195,-0.006328,0.000000,0.000000
31.472000,-0.000195,-0.006328,0.000000,0.000000
31.480000,-0.000195,-0.006328,0.000000,0.000000
31.492000,-0.000166,-0.005273,0.000000,0.000000
31.500000,-0.000166,-0.005273,0.000000,0.000000
31.508000,-0.000148,-0.004150,0.000000,0.000000
31.516000,-0.000148,-0.004150,0.000000,0.000000
31.524000,-0.000148,-0.003070,0.000000,0.000000
31.532000,-0.000148,-0.003070,0.000000,0.000000
31.540000,-0.000148,-0.003070,0.000000,0.000000
31.548000,-0.000174,-0.002036,0.000000,0.000000
31.556000,-0.000174,-0.002036,0.000000,0.000000
31.564000,-0.000165,-0.001103,0.000000,0.000000
31.572000,-0.000165,-0.001103,0.000000,0.000000
31.580000,-0.000165,-0.001103,0.000000,0.000000
31.592000,-0.000152,-0.000265,0.000000,0.000000
31.600000,-0.000152,-0.000265,0.000000,0.000000
31.608000,-0.000120,0.000479,0.000000,0.000000
31.616000,-0.000120,0.000479,0.000000,0.000000
31.624000,-0.000108,0.001052,0.000000,0.000000
31.632000,-0.000108,0.001052,0.000000,0.000000
31.640000,-0.000108,0.001052,0.000000,0.000000
31.648000,-0.000151,0.001404,0.000000,0.000000
31.656000,-0.000151,0.001404,0.000000,0.000000
31.664000,-0.000175,0.001681,0.000000,0.000000
31.672000,-0.000175,0.001681,0.000000,0.000000
31.680000,-0.000175,0.001681,0.000000,0.000000
31.692000,-0.000234,0.001928,0.000000,0.000000
31.700000,-0.000234,0.001928,0.000000,0.000000
31.708000,-0.000271,0.002073,0.000000,0.000000
31.716000,-0.000271,0.002073,0.000000,0.000000
31.724000,-0.000267,0.002098,0.000000,0.000000
31.732000,-0.000267,0.002098,0.000000,0.000000
31.740000,-0.000267,0.002098,0.000000,0.000000
31.748000,-0.000237,0.002046,0.000000,0.000000
31.756000,-0.000237,0.002046,0.000000,0.000000
31.764000,-0.000231,0.002038,0.000000,0.000000
31.772000,-0.000231,0.002038,0.000000,0.000000
31.780000,-0.000231,0.002038,0.000000,0.000000
31.792000,-0.000265,0.001979,0.000000,0.000000
31.800000,-0.000265,0.001979,0.000000,0.000000
31.808000,-0.000356,0.001822,0.000000,0.000000
31.816000,-0.000356,0.001822,0.000000,0.000000
31.824000,-0.000374,0.001649,0.000000,0.000000
31.832000,-0.000374,0.001649,0.000000,0.000000
31.840000,-0.000374,0.001649,0.000000,0.000000
31.848000,-0.000386,0.001537,0.000000,0.000000
31.856000,-0.000386,0.001537,0.000000,0.000000
31.864000,-0.000399,0.001400,0.000000,0.000000
31.872000,-0.000399,0.001400,0.000000,0.000000
31.880000,-0.000399,0.001400,0.000000,0.000000
31.892000,-0.000411,0.001235,0.000000,0.000000
31.900000,-0.000411,0.001235,0.000000,0.000000
31.908000,-0.000424,0.001103,0.000000,0.000000
31.916000,-0.000424,0.001103,0.000000,0.000000
31.924000,-0.000369,0.001007,0.000000,0.000000
31.932000,-0.000369,0.001007,0.000000,0.000000
31.940000,-0.000369,0.001007,0.000000,0.000000
31.948000,-0.000354,0.000935,0.000000,0.000000
31.956000,-0.000354,0.000935,0.000000,0.000000
31.964000,-0.000356,0.000898,0.000000,0.000000
31.972000,-0.000356,0.000898,0.000000,0.000000
31.980000,-0.000356,0.000898,0.000000,0.000000
31.992000,-0.000311,0.000880,0.000000,0.000000
32.000000,-0.000311,0.000880,0.000000,0.000000
32.008000,-0.000291,0.000850,0.000000,0.000000
32.016000,-0.000291,0.000850,0.000000,0.000000
32.024000,-0.000310,0.000847,0.000000,0.000000
32.032000,-0.000310,0.000847,0.000000,0.000000
32.040000,-0.000310,0.000847,0.000000,0.000000
32.048000,-0.000297,0.000860,0.000000,0.000000
32.056000,-0.000297,0.000860,0.000000,0.000000
32.064000,-0.000302,0.000867,0.000000,0.000000
32.072000,-0.000302,0.000867,0.000000,0.000000
32.080000,-0.000302,0.000867,0.000000,0.000000
32.092000,-0.000278,0.000860,0.000000,0.000000
32.100000,-0.000278,0.000860,0.000000,0.000000
32.108000,-0.000204,0.000840,0.000000,0.000000
32.116000,-0.000204,0.000840,0.000000,0.000000
32.124000,-0.000205,0.000828,0.000000,0.000000
32.132000,-0.000205,0.000828,0.000000,0.000000
32.140000,-0.000205,0.000828,0.000000,0.000000
32.148000,-0.000190,0.000880,0.000000,0.000000
32.156000,-0.000190,0.000880,0.000000,0.000000
32.164000,-0.000191,0.000884,0.000000,0.000000
32.172000,-0.000191,0.000884,0.000000,0.000000
32.180000,-0.000191,0.000884,0.000000,0.000000
32.192000,-0.000208,0.000916,0.000000,0.000000
32.200000,-0.000208,0.000916,0.000000,0.000000
32.208000,-0.000187,0.000908,0.000000,0.000000
32.216000,-0.000187,0.000908,0.000000,0.000000
32.224000,-0.000257,0.000875,0.000000,0.000000
32.232000,-0.000257,0.000875,0.000000,0.000000
32.240000,-0.000257,0.000875,0.000000,0.000000
32.248000,-0.000282,0.000918,0.000000,0.000000
32.256000,-0.000282,0.000918,0.000000,0.000000
32.264000,-0.000264,0.000952,0.000000,0.000000
32.272000,-0.000264,0.000952,0.000000,0.000000
32.280000,-0.000264,0.000952,0.000000,0.000000
32.292000,-0.000177,0.000939,0.000000,0.000000
32.300000,-0.000177,0.000939,0.000000,0.000000
32.308000,-0.000135,0.000920,0.000000,0.000000
32.316000,-0.000135,0.000920,0.000000,0.000000
32.324000,-0.000082,0.000938,0.000000,0.000000
32.332000,-0.000082,0.000938,0.000000,0.000000
32.340000,-0.000082,0.000938,0.000000,0.000000
32.348000,-0.000117,0.000898,0.000000,0.000000
32.356000,-0.000117,0.000898,0.000000,0.000000
32.364000,-0.000145,0.000882,0.000000,0.000000
32.372000,-0.000145,0.000882,0.000000,0.000000
32.380000,-0.000145,0.000882,0.000000,0.000000
32.392000,-0.000117,0.000955,0.000000,0.000000
32.400000,-0.000117,0.000955,0.000000,0.000000
32.408000,-0.000103,0.000974,0.000000,0.000000
32.416000,-0.000103,0.000974,0.000000,0.000000
32.424000,-0.000084,0.000988,0.000000,0.000000
32.432000,-0.000084,0.000988,0.000000,0.000000
32.440000,-0.000084,0.000988,0.000000,0.000000
32.448000,-0.000127,0.001057,0.000000,0.000000
32.456000,-0.000127,0.001057,0.000000,0.000000
32.464000,-0.000167,0.001096,0.000000,0.000000
32.472000,-0.000167,0.001096,0.000000,0.000000
32.480000,-0.000167,0.001096,0.000000,0.000000
32.492000,-0.000167,0.001119,0.000000,0.000000
32.500000,-0.000167,0.001119,0.000000,0.000000
32.508000,-0.000130,0.001144,0.000000,0.000000
32.516000,-0.000130,0.001144,0.000000,0.000000
32.524000,-0.000175,0.001121,0.000000,0.000000
32.532000,-0.000175,0.001121,0.000000,0.000000
32.540000,-0.000175,0.001121,0.000000,0.000000
32.548000,-0.000195,0.001110,0.000000,0.000000
32.556000,-0.000195,0.001110,0.000000,0.000000
32.564000,-0.000190,0.001038,0.000000,0.000000
32.572000,-0.000190,0.001038,0.000000,0.000000
32.580000,-0.000190,0.001038,0.000000,0.000000
32.592000,-0.000221,0.000994,0.000000,0.000000
32.600000,-0.000221,0.000994,0.000000,0.000000
32.608000,-0.000219,0.000977,0.000000,0.000000
32.616000,-0.000219,0.000977,0.000000,0.000000
32.624000,-0.000219,0.000977,0.000000,0.000000
32.632000,-0.000255,0.000936,0.000000,0.000000
32.640000,-0.000255,0.000936,0.000000,0.000000
32.648000,-0.000275,0.000916,0.000000,0.000000
32.656000,-0.000275,0.000916,0.000000,0.000000
32.664000,-0.000224,0.000865,0.000000,0.000000
32.672000,-0.000224,0.000865,0.000000,0.000000
32.680000,-0.000224,0.000865,0.000000,0.000000
32.692000,-0.000204,0.000854,0.000000,0.000000
32.700000,-0.000204,0.000854,0.000000,0.000000
32.708000,-0.000216,0.000873,0.000000,0.000000
32.716000,-0.000216,0.000873,0.000000,0.000000
32.724000,-0.000247,0.000837,0.000000,0.000000
32.732000,-0.000247,0.000837,0.000000,0.000000
32.740000,-0.000247,0.000837,0.000000,0.000000
32.748000,-0.000307,0.000777,0.000000,0.000000
32.756000,-0.000307,0.000777,0.000000,0.000000
32.764000,-0.000260,0.000712,0.000000,0.000000
32.772000,-0.000260,0.000712,0.000000,0.000000
32.780000,-0.000260,0.000712,0.000000,0.000000
32.792000,-0.000233,0.000748,0.000000,0.000000
32.800000,-0.000233,0.000748,0.000000,0.000000
32.808000,-0.000268,0.000775,0.000000,0.000000
32.816000,-0.000268,0.000775,0.000000,0.000000
32.824000,-0.000281,0.000765,0.000000,0.000000
32.832000,-0.000281,0.000765,0.000000,0.000000
32.840000,-0.000281,0.000765,0.000000,0.000000
32.848000,-0.000264,0.000735,0.000000,0.000000
32.856000,-0.000264,0.000735,0.000000,0.000000
32.864000,-0.000238,0.000752,0.000000,0.000000
32.872000,-0.000238,0.000752,0.000000,0.000000
32.880000,-0.000238,0.000752,0.000000,0.000000
32.892000,-0.000179,0.000821,0.000000,0.000000
32.900000,-0.000179,0.000821,0.000000,0.000000
32.908000,-0.000156,0.000891,0.000000,0.000000
32.916000,-0.000156,0.000891,0.000000,0.000000
32.924000,-0.000128,0.000915,0.000000,0.000000
32.932000,-0.000128,0.000915,0.000000,0.000000
32.940000,-0.000128,0.000915,0.000000,0.000000
32.948000,-0.000106,0.000966,0.000000,0.000000
32.956000,-0.000106,0.000966,0.000000,0.000000
32.964000,-0.000095,0.000986,0.000000,0.000000
32.972000,-0.000095,0.000986,0.000000,0.000000
32.980000,-0.000095,0.000986,0.000000,0.000000
32.992000,-0.000114,0.000974,0.000000,0.000000
33.000000,-0.000114,0.000974,0.000000,-0.087266
33.008000,-0.000166,0.000934,0.000000,-0.087266
33.016000,-0.000166,0.000934,0.000000,-0.087266
33.024000,-0.000162,0.000902,0.000000,-0.087266
33.032000,-0.000162,0.000902,0.000000,-0.087266
33.040000,-0.000162,0.000902,0.000000,-0.087266
33.048000,-0.000148,0.000799,0.000000,-0.087266
33.056000,-0.000148,0.000799,0.000000,-0.087266
33.064000,-0.000117,-0.000829,0.000000,-0.087266
33.072000,-0.000117,-0.000829,0.000000,-0.087266
33.080000,-0.000117,-0.000829,0.000000,-0.087266
33.092000,-0.000079,-0.005527,0.000000,-0.087266
33.100000,-0.000079,-0.005527,0.000000,-0.087266
33.108000,-0.000108,-0.013069,0.000000,-0.087266
33.116000,-0.000108,-0.013069,0.000000,-0.087266
33.124000,-0.000030,-0.022413,0.000000,-0.087266
33.132000,-0.000030,-0.022413,0.000000,-0.087266
33.140000,-0.000030,-0.022413,0.000000,-0.087266
33.148000,-0.000090,-0.032501,0.000000,-0.087266
33.156000,-0.000090,-0.032501,0.000000,-0.087266
33.164000,-0.000087,-0.042683,0.000000,-0.087266
33.172000,-0.000087,-0.042683,0.000000,-0.087266
33.180000,-0.000087,-0.042683,0.000000,-0.087266
33.192000,-0.000191,-0.052390,0.000000,-0.087266
33.200000,-0.000191,-0.052390,0.000000,-0.087266
33.208000,-0.000194,-0.062974,0.000000,-0.087266
33.216000,-0.000194,-0.062974,0.000000,-0.087266
33.224000,-0.000235,-0.069162,0.000000,-0.087266
33.232000,-0.000235,-0.069162,0.000000,-0.087266
33.240000,-0.000235,-0.069162,0.000000,-0.087266
33.248000,-0.000228,-0.075872,0.000000,-0.087266
33.256000,-0.000228,-0.075872,0.000000,-0.087266
33.264000,-0.000242,-0.082450,0.000000,-0.087266
33.272000,-0.000242,-0.082450,0.000000,-0.087266
33.280000,-0.000242,-0.082450,0.000000,-0.087266
33.292000,-0.000234,-0.085959,0.000000,-0.087266
33.300000,-0.000234,-0.085959,0.000000,-0.087266
33.308000,-0.000267,-0.089361,0.000000,-0.087266
33.316000,-0.000267,-0.089361,0.000000,-0.087266
33.324000,-0.000266,-0.091712,0.000000,-0.087266
33.332000,-0.000266,-0.091712,0.000000,-0.087266
33.340000,-0.000266,-0.091712,0.000000,-0.087266
33.348000,-0.000297,-0.093236,0.000000,-0.087266
33.356000,-0.000297,-0.093236,0.000000,-0.087266
33.364000,-0.000289,-0.093983,0.000000,-0.087266
33.372000,-0.000289,-0.093983,0.000000,-0.087266
33.380000,-0.000289,-0.093983,0.000000,-0.087266
33.392000,-0.000278,-0.094171,0.000000,-0.087266
33.400000,-0.000278,-0.094171,0.000000,-0.087266
33.408000,-0.000295,-0.093890,0.000000,-0.087266
33.416000,-0.000295,-0.093890,0.000000,-0.087266
33.424000,-0.000295,-0.093890,0.000000,-0.087266
33.432000,-0.000271,-0.093298,0.000000,-0.087266
33.440000,-0.000271,-0.093298,0.000000,-0.087266
33.448000,-0.000223,-0.092348,0.000000,-0.087266
33.456000,-0.000223,-0.092348,0.000000,-0.087266
33.464000,-0.000135,-0.091283,0.000000,-0.087266
33.472000,-0.000135,-0.091283,0.000000,-0.087266
33.480000,-0.000135,-0.091283,0.000000,-0.087266
33.492000,-0.000074,-0.090144,0.000000,-0.087266
33.500000,-0.000074,-0.090144,0.000000,-0.087266
33.508000,-0.000062,-0.088951,0.000000,-0.087266
33.516000,-0.000062,-0.088951,0.000000,-0.087266
33.524000,-0.000094,-0.087833,0.000000,-0.087266
33.532000,-0.000094,-0.087833,0.000000,-0.087266
33.540000,-0.000094,-0.087833,0.000000,-0.087266
33.548000,-0.000108,-0.086789,0.000000,-0.087266
33.556000,-0.000108,-0.086789,0.000000,-0.087266
33.564000,-0.000090,-0.085898,0.000000,-0.087266
33.572000,-0.000090,-0.085898,0.000000,-0.087266
33.580000,-0.000090,-0.085898,0.000000,-0.087266
33.592000,-0.000066,-0.085100,0.000000,-0.087266
33.600000,-0.000066,-0.085100,0.000000,-0.087266
33.608000,-0.000055,-0.084319,0.000000,-0.087266
33.616000,-0.000055,-0.084319,0.000000,-0.087266
33.624000,-0.000055,-0.084319,0.000000,-0.087266
33.632000,-0.000046,-0.083916,0.000000,-0.087266
33.640000,-0.000046,-0.083916,0.000000,-0.087266
33.648000,-0.000079,-0.083504,0.000000,-0.087266
33.656000,-0.000079,-0.083504,0.000000,-0.087266
33.664000,-0.000100,-0.083189,0.000000,-0.087266
33.672000,-0.000100,-0.083189,0.000000,-0.087266
33.680000,-0.000100,-0.083189,0.000000,-0.087266
33.692000,-0.000109,-0.082935,0.000000,-0.087266
33.700000,-0.000109,-0.082935,0.000000,-0.087266
33.708000,-0.000139,-0.082841,0.000000,-0.087266
33.716000,-0.000139,-0.082841,0.000000,-0.087266
33.724000,-0.000139,-0.082841,0.000000,-0.087266
33.732000,-0.000142,-0.082881,0.000000,-0.087266
33.740000,-0.000142,-0.082881,0.000000,-0.087266
33.748000,-0.000148,-0.082886,0.000000,-0.087266
33.756000,-0.000148,-0.082886,0.000000,-0.087266
33.764000,-0.000171,-0.082942,0.000000,-0.087266
33.772000,-0.000171,-0.082942,0.000000,-0.087266
33.780000,-0.000171,-0.082942,0.000000,-0.087266
33.792000,-0.000174,-0.083050,0.000000,-0.087266
33.800000,-0.000174,-0.083050,0.000000,-0.087266
33.808000,-0.000168,-0.083235,0.000000,-0.087266
33.816000,-0.000168,-0.083235,0.000000,-0.087266
33.824000,-0.000181,-0.083435,0.000000,-0.087266
33.832000,-0.000181,-0.083435,0.000000,-0.087266
33.840000,-0.000181,-0.083435,0.000000,-0.087266
33.848000,-0.000139,-0.083623,0.000000,-0.087266
33.856000,-0.000139,-0.083623,0.000000,-0.087266
33.864000,-0.000144,-0.083781,0.000000,-0.087266
33.872000,-0.000144,-0.083781,0.000000,-0.087266
33.880000,-0.000144,-0.083781,0.000000,-0.087266
33.892000,-0.000144,-0.083921,0.000000,-0.087266
33.900000,-0.000144,-0.083921,0.000000,-0.087266
33.908000,-0.000157,-0.084101,0.000000,-0.087266
33.916000,-0.000157,-0.084101,0.000000,-0.087266
33.924000,-0.000112,-0.084299,0.000000,-0.087266
33.932000,-0.000112,-0.084299,0.000000,-0.087266
33.940000,-0.000112,-0.084299,0.000000,-0.087266
33.948000,-0.000116,-0.084375,0.000000,-0.087266
33.956000,-0.000116,-0.084375,0.000000,-0.087266
33.964000,-0.000112,-0.084405,0.000000,-0.087266
33.972000,-0.000112,-0.084405,0.000000,-0.087266
33.980000,-0.000112,-0.084405,0.000000,-0.087266
33.992000,-0.000082,-0.084479,0.000000,-0.087266
34.000000,-0.000082,-0.084479,0.000000,-0.087266
34.008000,-0.000078,-0.084535,0.000000,-0.087266
34.016000,-0.000078,-0.084535,0.000000,-0.087266
34.024000,-0.000107,-0.084516,0.000000,-0.087266
34.032000,-0.000107,-0.084516,0.000000,-0.087266
34.040000,-0.000107,-0.084516,0.000000,-0.087266
34.048000,-0.000127,-0.084482,0.000000,-0.087266
34.056000,-0.000127,-0.084482,0.000000,-0.087266
34.064000,-0.000152,-0.084432,0.000000,-0.087266
34.072000,-0.000152,-0.084432,0.000000,-0.087266
34.080000,-0.000152,-0.084432,0.000000,-0.087266
34.092000,-0.000163,-0.084440,0.000000,-0.087266
34.100000,-0.000163,-0.084440,0.000000,-0.087266
34.108000,-0.000144,-0.084446,0.000000,-0.087266
34.116000,-0.000144,-0.084446,0.000000,-0.087266
34.124000,-0.000130,-0.084481,0.000000,-0.087266
34.132000,-0.000130,-0.084481,0.000000,-0.087266
34.140000,-0.000130,-0.084481,0.000000,-0.087266
34.148000,-0.000084,-0.084496,0.000000,-0.087266
34.156000,-0.000084,-0.084496,0.000000,-0.087266
34.164000,-0.000046,-0.084516,0.000000,-0.087266
34.172000,-0.000046,-0.084516,0.000000,-0.087266
34.180000,-0.000046,-0.084516,0.000000,-0.087266
34.192000,-0.000029,-0.084538,0.000000,-0.087266
34.200000,-0.000029,-0.084538,0.000000,-0.087266
34.208000,0.000032,-0.084535,0.000000,-0.087266
34.216000,0.000032,-0.084535,0.000000,-0.087266
34.224000,0.000054,-0.084545,0.000000,-0.087266
34.232000,0.000054,-0.084545,0.000000,-0.087266
34.240000,0.000054,-0.084545,0.000000,-0.087266
34.248000,0.000061,-0.084532,0.000000,-0.087266
34.256000,0.000061,-0.084532,0.000000,-0.087266
34.264000,-0.000017,-0.084537,0.000000,-0.087266
34.272000,-0.000017,-0.084537,0.000000,-0.087266
34.280000,-0.000017,-0.084537,0.000000,-0.087266
34.292000,-0.000013,-0.084592,0.000000,-0.087266
34.300000,-0.000013,-0.084592,0.000000,-0.087266
34.308000,-0.000033,-0.084608,0.000000,-0.087266
34.316000,-0.000033,-0.084608,0.000000,-0.087266
34.324000,-0.000090,-0.084662,0.000000,-0.087266
34.332000,-0.000090,-0.084662,0.000000,-0.087266
34.340000,-0.000090,-0.084662,0.000000,-0.087266
34.348000,-0.000130,-0.084676,0.000000,-0.087266
34.356000,-0.000130,-0.084676,0.000000,-0.087266
34.364000,-0.000099,-0.084649,0.000000,-0.087266
34.372000,-0.000099,-0.084649,0.000000,-0.087266
