t,phi,theta,phi_cmd,theta_cmd
14.572000,0.085268,0.000122,0.087266,0.000000
14.580000,0.085268,0.000122,0.087266,0.000000
14.592000,0.085278,0.000109,0.087266,0.000000
14.600000,0.085278,0.000109,0.087266,0.000000
14.608000,0.085313,0.000132,0.087266,0.000000
14.616000,0.085313,0.000132,0.087266,0.000000
14.624000,0.085272,0.000072,0.087266,0.000000
14.632000,0.085272,0.000072,0.087266,0.000000
14.640000,0.085272,0.000072,0.087266,0.000000
14.648000,0.085300,0.000050,0.087266,0.000000
14.656000,0.085300,0.000050,0.087266,0.000000
14.664000,0.085322,0.000015,0.087266,0.000000
14.672000,0.085322,0.000015,0.087266,0.000000
14.680000,0.085322,0.000015,0.087266,0.000000
14.692000,0.085270,-0.000022,0.087266,0.000000
14.700000,0.085270,-0.000022,0.087266,0.000000
14.708000,0.085258,-0.000039,0.087266,0.000000
14.716000,0.085258,-0.000039,0.087266,0.000000
14.724000,0.085285,-0.000038,0.087266,0.000000
14.732000,0.085285,-0.000038,0.087266,0.000000
14.740000,0.085285,-0.000038,0.087266,0.000000
14.748000,0.085337,-0.000032,0.087266,0.000000
14.756000,0.085337,-0.000032,0.087266,0.000000
14.764000,0.085331,-0.000021,0.087266,0.000000
14.772000,0.085331,-0.000021,0.087266,0.000000
14.780000,0.085331,-0.000021,0.087266,0.000000
14.792000,0.085332,0.000024,0.087266,0.000000
14.800000,0.085332,0.000024,0.087266,0.000000
14.808000,0.085411,0.000085,0.087266,0.000000
14.816000,0.085411,0.000085,0.087266,0.000000
14.824000,0.085411,0.000085,0.087266,0.000000
14.832000,0.085410,0.000144,0.087266,0.000000
14.840000,0.085410,0.000144,0.087266,0.000000
14.848000,0.085420,0.000179,0.087266,0.000000
14.856000,0.085420,0.000179,0.087266,0.000000
14.864000,0.085470,0.000250,0.087266,0.000000
14.872000,0.085470,0.000250,0.087266,0.000000
14.880000,0.085470,0.000250,0.087266,0.000000
14.892000,0.085487,0.000275,0.087266,0.000000
14.900000,0.085487,0.000275,0.087266,0.000000
14.908000,0.085470,0.000333,0.087266,0.000000
14.916000,0.085470,0.000333,0.087266,0.000000
14.924000,0.085448,0.000305,0.087266,0.000000
14.932000,0.085448,0.000305,0.087266,0.000000
14.940000,0.085448,0.000305,0.087266,0.000000
14.948000,0.085462,0.000258,0.087266,0.000000
14.956000,0.085462,0.000258,0.087266,0.000000
14.964000,0.085462,0.000224,0.087266,0.000000
14.972000,0.085462,0.000224,0.087266,0.000000
14.980000,0.085462,0.000224,0.087266,0.000000
14.992000,0.085490,0.000224,0.087266,0.000000
15.000000,0.085490,0.000224,0.000000,0.000000
15.008000,0.085508,0.000191,0.000000,0.000000
15.016000,0.085508,0.000191,0.000000,0.000000
15.024000,0.085508,0.000191,0.000000,0.000000
15.032000,0.085503,0.000126,0.000000,0.000000
15.040000,0.085503,0.000126,0.000000,0.000000
15.048000,0.085479,0.000075,0.000000,0.000000
15.056000,0.085479,0.000075,0.000000,0.000000
15.064000,0.083642,0.000085,0.000000,0.000000
15.072000,0.083642,0.000085,0.000000,0.000000
15.080000,0.083642,0.000085,0.000000,0.000000
15.092000,0.078510,0.000087,0.000000,0.000000
15.100000,0.078510,0.000087,0.000000,0.000000
15.108000,0.070414,0.000042,0.000000,0.000000
15.116000,0.070414,0.000042,0.000000,0.000000
15.124000,0.060540,0.000060,0.000000,0.000000
15.132000,0.060540,0.000060,0.000000,0.000000
15.140000,0.060540,0.000060,0.000000,0.000000
15.148000,0.048150,-0.000009,0.000000,0.000000
15.156000,0.048150,-0.000009,0.000000,0.000000
15.164000,0.040127,0.000033,0.000000,0.000000
15.172000,0.040127,0.000033,0.000000,0.000000
15.180000,0.040127,0.000033,0.000000,0.000000
15.192000,0.030896,0.000022,0.000000,0.000000
15.200000,0.030896,0.000022,0.000000,0.000000
15.208000,0.022626,0.000050,0.000000,0.000000
15.216000,0.022626,0.000050,0.000000,0.000000
15.224000,0.015631,0.000030,0.000000,0.000000
15.232000,0.015631,0.000030,0.000000,0.000000
15.240000,0.015631,0.000030,0.000000,0.000000
15.248000,0.009700,0.000055,0.000000,0.000000
15.256000,0.009700,0.000055,0.000000,0.000000
15.264000,0.004972,0.000126,0.000000,0.000000
15.272000,0.004972,0.000126,0.000000,0.000000
15.280000,0.004972,0.000126,0.000000,0.000000
15.292000,0.001247,0.000191,0.000000,0.000000
15.300000,0.001247,0.000191,0.000000,0.000000
15.308000,-0.001468,0.000206,0.000000,0.000000
15.316000,-0.001468,0.000206,0.000000,0.000000
15.324000,-0.003393,0.000213,0.000000,0.000000
15.332000,-0.003393,0.000213,0.000000,0.000000
15.340000,-0.003393,0.000213,0.000000,0.000000
15.348000,-0.004573,0.000205,0.000000,0.000000
15.356000,-0.004573,0.000205,0.000000,0.000000
15.364000,-0.005247,0.000191,0.000000,0.000000
15.372000,-0.005247,0.000191,0.000000,0.000000
15.380000,-0.005247,0.000191,0.000000,0.000000
15.392000,-0.005476,0.000227,0.000000,0.000000
15.400000,-0.005476,0.000227,0.000000,0.000000
15.408000,-0.005380,0.000240,0.000000,0.000000
15.416000,-0.005380,0.000240,0.000000,0.000000
15.424000,-0.005026,0.000226,0.000000,0.000000
15.432000,-0.005026,0.000226,0.000000,0.000000
15.440000,-0.005026,0.000226,0.000000,0.000000
15.448000,-0.004523,0.000163,0.000000,0.000000
15.456000,-0.004523,0.000163,0.000000,0.000000
15.464000,-0.003899,0.000114,0.000000,0.000000
15.472000,-0.003899,0.000114,0.000000,0.000000
15.480000,-0.003899,0.000114,0.000000,0.000000
15.492000,-0.003183,0.000099,0.000000,0.000000
15.500000,-0.003183,0.000099,0.000000,0.000000
15.508000,-0.002463,0.000081,0.000000,0.000000
15.516000,-0.002463,0.000081,0.000000,0.000000
15.524000,-0.002463,0.000081,0.000000,0.000000
15.532000,-0.001859,0.000002,0.000000,0.000000
15.540000,-0.001859,0.000002,0.000000,0.000000
15.548000,-0.001317,-0.000006,0.000000,0.000000
15.556000,-0.001317,-0.000006,0.000000,0.000000
15.564000,-0.000861,0.000000,0.000000,0.000000
15.572000,-0.000861,0.000000,0.000000,0.000000
15.580000,-0.000861,0.000000,0.000000,0.000000
15.592000,-0.000429,0.000030,0.000000,0.000000
15.600000,-0.000429,0.000030,0.000000,0.000000
15.608000,-0.000052,0.000117,0.000000,0.000000
15.616000,-0.000052,0.000117,0.000000,0.000000
15.624000,0.000288,0.000157,0.000000,0.000000
15.632000,0.000288,0.000157,0.000000,0.000000
15.640000,0.000288,0.000157,0.000000,0.000000
15.648000,0.000569,0.000194,0.000000,0.000000
15.656000,0.000569,0.000194,0.000000,0.000000
15.664000,0.000733,0.000188,0.000000,0.000000
15.672000,0.000733,0.000188,0.000000,0.000000
15.680000,0.000733,0.000188,0.000000,0.000000
15.692000,0.000840,0.000207,0.000000,0.000000
15.700000,0.000840,0.000207,0.000000,0.000000
15.708000,0.000871,0.000241,0.000000,0.000000
15.716000,0.000871,0.000241,0.000000,0.000000
15.724000,0.000872,0.000293,0.000000,0.000000
15.732000,0.000872,0.000293,0.000000,0.000000
15.740000,0.000872,0.000293,0.000000,0.000000
15.748000,0.000858,0.000274,0.000000,0.000000
15.756000,0.000858,0.000274,0.000000,0.000000
15.764000,0.000848,0.000260,0.000000,0.000000
15.772000,0.000848,0.000260,0.000000,0.000000
15.780000,0.000848,0.000260,0.000000,0.000000
15.792000,0.000809,0.000278,0.000000,0.000000
15.800000,0.000809,0.000278,0.000000,0.000000
15.808000,0.000777,0.000253,0.000000,0.000000
15.816000,0.000777,0.000253,0.000000,0.000000
15.824000,0.000804,0.000233,0.000000,0.000000
15.832000,0.000804,0.000233,0.000000,0.000000
15.840000,0.000804,0.000233,0.000000,0.000000
15.848000,0.000825,0.000177,0.000000,0.000000
15.856000,0.000825,0.000177,0.000000,0.000000
15.864000,0.000825,0.000177,0.000000,0.000000
15.872000,0.000801,0.000183,0.000000,0.000000
15.880000,0.000801,0.000183,0.000000,0.000000
15.892000,0.000788,0.000153,0.000000,0.000000
15.900000,0.000788,0.000153,0.000000,0.000000
15.908000,0.000742,0.000072,0.000000,0.000000
15.916000,0.000742,0.000072,0.000000,0.000000
15.924000,0.000742,0.000072,0.000000,0.000000
15.932000,0.000682,0.000026,0.000000,0.000000
15.940000,0.000682,0.000026,0.000000,0.000000
15.948000,0.000601,0.000009,0.000000,0.000000
15.956000,0.000601,0.000009,0.000000,0.000000
15.964000,0.000550,0.000015,0.000000,0.000000
15.972000,0.000550,0.000015,0.000000,0.000000
15.980000,0.000550,0.000015,0.000000,0.000000
15.992000,0.000513,0.000008,0.000000,0.000000
16.000000,0.000513,0.000008,0.000000,0.000000
16.008000,0.000539,0.000030,0.000000,0.000000
16.016000,0.000539,0.000030,0.000000,0.000000
16.024000,0.000556,0.000031,0.000000,0.000000
16.032000,0.000556,0.000031,0.000000,0.000000
16.040000,0.000556,0.000031,0.000000,0.000000
16.048000,0.000593,0.000033,0.000000,0.000000
16.056000,0.000593,0.000033,0.000000,0.000000
16.064000,0.000642,0.000099,0.000000,0.000000
16.072000,0.000642,0.000099,0.000000,0.000000
16.080000,0.000642,0.000099,0.000000,0.000000
16.092000,0.000643,0.000168,0.000000,0.000000
16.100000,0.000643,0.000168,0.000000,0.000000
16.108000,0.000567,0.000224,0.000000,0.000000
16.116000,0.000567,0.000224,0.000000,0.000000
16.124000,0.000528,0.000253,0.000000,0.000000
16.132000,0.000528,0.000253,0.000000,0.000000
16.140000,0.000528,0.000253,0.000000,0.000000
16.148000,0.000502,0.000295,0.000000,0.000000
16.156000,0.000502,0.000295,0.000000,0.000000
16.164000,0.000508,0.000302,0.000000,0.000000
16.172000,0.000508,0.000302,0.000000,0.000000
16.180000,0.000508,0.000302,0.000000,0.000000
16.192000,0.000561,0.000337,0.000000,0.000000
16.200000,0.000561,0.000337,0.000000,0.000000
16.208000,0.000585,0.000296,0.000000,0.000000
16.216000,0.000585,0.000296,0.000000,0.000000
16.224000,0.000550,0.000273,0.000000,0.000000
16.232000,0.000550,0.000273,0.000000,0.000000
16.240000,0.000550,0.000273,0.000000,0.000000
16.248000,0.000527,0.000224,0.000000,0.000000
16.256000,0.000527,0.000224,0.000000,0.000000
16.264000,0.000540,0.000151,0.000000,0.000000
16.272000,0.000540,0.000151,0.000000,0.000000
16.280000,0.000540,0.000151,0.000000,0.000000
16.292000,0.000551,0.000092,0.000000,0.000000
16.300000,0.000551,0.000092,0.000000,0.000000
16.308000,0.000574,0.000079,0.000000,0.000000
16.316000,0.000574,0.000079,0.000000,0.000000
16.324000,0.000542,0.000082,0.000000,0.000000
16.332000,0.000542,0.000082,0.000000,0.000000
16.340000,0.000542,0.000082,0.000000,0.000000
16.348000,0.000468,0.000070,0.000000,0.000000
16.356000,0.000468,0.000070,0.000000,0.000000
16.364000,0.000454,0.000036,0.000000,0.000000
16.372000,0.000454,0.000036,0.000000,0.000000
16.380000,0.000454,0.000036,0.000000,0.000000
16.392000,0.000504,0.000018,0.000000,0.000000
16.400000,0.000504,0.000018,0.000000,0.000000
16.408000,0.000510,0.000029,0.000000,0.000000
16.416000,0.000510,0.000029,0.000000,0.000000
16.424000,0.000538,0.000005,0.000000,0.000000
16.432000,0.000538,0.000005,0.000000,0.000000
16.440000,0.000538,0.000005,0.000000,0.000000
16.448000,0.000510,0.000003,0.000000,0.000000
16.456000,0.000510,0.000003,0.000000,0.000000
16.464000,0.000463,0.000034,0.000000,0.000000
16.472000,0.000463,0.000034,0.000000,0.000000
16.480000,0.000463,0.000034,0.000000,0.000000
16.492000,0.000460,0.000052,0.000000,0.000000
16.500000,0.000460,0.000052,0.000000,0.000000
16.508000,0.000544,0.000093,0.000000,0.000000
16.516000,0.000544,0.000093,0.000000,0.000000
16.524000,0.000615,0.000139,0.000000,0.000000
16.532000,0.000615,0.000139,0.000000,0.000000
16.540000,0.000615,0.000139,0.000000,0.000000
16.548000,0.000640,0.000159,0.000000,0.000000
16.556000,0.000640,0.000159,0.000000,0.000000
16.564000,0.000646,0.000163,0.000000,0.000000
16.572000,0.000646,0.000163,0.000000,0.000000
16.580000,0.000646,0.000163,0.000000,0.000000
16.592000,0.000625,0.000205,0.000000,0.000000
16.600000,0.000625,0.000205,0.000000,0.000000
16.608000,0.000617,0.000220,0.000000,0.000000
16.616000,0.000617,0.000220,0.000000,0.000000
16.624000,0.000588,0.000198,0.000000,0.000000
16.632000,0.000588,0.000198,0.000000,0.000000
16.640000,0.000588,0.000198,0.000000,0.000000
16.648000,0.000554,0.000150,0.000000,0.000000
16.656000,0.000554,0.000150,0.000000,0.000000
16.664000,0.000561,0.000133,0.000000,0.000000
16.672000,0.000561,0.000133,0.000000,0.000000
16.680000,0.000561,0.000133,0.000000,0.000000
16.692000,0.000578,0.000177,0.000000,0.000000
16.700000,0.000578,0.000177,0.000000,0.000000
16.708000,0.000564,0.000131,0.000000,0.000000
16.716000,0.000564,0.000131,0.000000,0.000000
16.724000,0.000588,0.000109,0.000000,0.000000
16.732000,0.000588,0.000109,0.000000,0.000000
16.740000,0.000588,0.000109,0.000000,0.000000
16.748000,0.000631,0.000072,0.000000,0.000000
16.756000,0.000631,0.000072,0.000000,0.000000
16.764000,0.000655,0.000068,0.000000,0.000000
16.772000,0.000655,0.000068,0.000000,0.000000
16.780000,0.000655,0.000068,0.000000,0.000000
16.792000,0.000628,0.000041,0.000000,0.000000
16.800000,0.000628,0.000041,0.000000,0.000000
16.808000,0.000632,0.000049,0.000000,0.000000
16.816000,0.000632,0.000049,0.000000,0.000000
16.824000,0.000632,0.000049,0.000000,0.000000
16.832000,0.000680,0.000061,0.000000,0.000000
16.840000,0.000680,0.000061,0.000000,0.000000
16.848000,0.000700,0.000077,0.000000,0.000000
16.856000,0.000700,0.000077,0.000000,0.000000
16.864000,0.000683,0.000120,0.000000,0.000000
16.872000,0.000683,0.000120,0.000000,0.000000
16.880000,0.000683,0.000120,0.000000,0.000000
16.892000,0.000705,0.000179,0.000000,0.000000
16.900000,0.000705,0.000179,0.000000,0.000000
16.908000,0.000734,0.000180,0.000000,0.000000
16.916000,0.000734,0.000180,0.000000,0.000000
16.924000,0.000709,0.000186,0.000000,0.000000
16.932000,0.000709,0.000186,0.000000,0.000000
16.940000,0.000709,0.000186,0.000000,0.000000
16.948000,0.000644,0.000234,0.000000,0.000000
16.956000,0.000644,0.000234,0.000000,0.000000
16.964000,0.000644,0.000234,0.000000,0.000000
16.972000,0.000654,0.000270,0.000000,0.000000
16.980000,0.000654,0.000270,0.000000,0.000000
16.992000,0.000683,0.000267,0.000000,0.000000
17.000000,0.000683,0.000267,-0.087266,0.000000
17.008000,0.000684,0.000244,-0.087266,0.000000
17.016000,0.000684,0.000244,-0.087266,0.000000
17.024000,0.000684,0.000244,-0.087266,0.000000
17.032000,0.000669,0.000213,-0.087266,0.000000
17.040000,0.000669,0.000213,-0.087266,0.000000
17.048000,0.000577,0.000188,-0.087266,0.000000
17.056000,0.000577,0.000188,-0.087266,0.000000
17.064000,-0.001337,0.000127,-0.087266,0.000000
17.072000,-0.001337,0.000127,-0.087266,0.000000
17.080000,-0.001337,0.000127,-0.087266,0.000000
17.092000,-0.006608,0.000082,-0.087266,0.000000
17.100000,-0.006608,0.000082,-0.087266,0.000000
17.108000,-0.014946,0.000056,-0.087266,0.000000
17.116000,-0.014946,0.000056,-0.087266,0.000000
17.124000,-0.025022,-0.000012,-0.087266,0.000000
17.132000,-0.025022,-0.000012,-0.087266,0.000000
17.140000,-0.025022,-0.000012,-0.087266,0.000000
17.148000,-0.037687,-0.000041,-0.087266,0.000000
17.156000,-0.037687,-0.000041,-0.087266,0.000000
17.164000,-0.045824,-0.000066,-0.087266,0.000000
17.172000,-0.045824,-0.000066,-0.087266,0.000000
17.180000,-0.045824,-0.000066,-0.087266,0.000000
17.192000,-0.055234,-0.000024,-0.087266,0.000000
17.200000,-0.055234,-0.000024,-0.087266,0.000000
17.208000,-0.063505,-0.000026,-0.087266,0.000000
17.216000,-0.063505,-0.000026,-0.087266,0.000000
17.224000,-0.071885,0.000040,-0.087266,0.000000
17.232000,-0.071885,0.000040,-0.087266,0.000000
17.240000,-0.071885,0.000040,-0.087266,0.000000
17.248000,-0.076529,0.000029,-0.087266,0.000000
17.256000,-0.076529,0.000029,-0.087266,0.000000
17.264000,-0.081221,0.000057,-0.087266,0.000000
17.272000,-0.081221,0.000057,-0.087266,0.000000
17.280000,-0.081221,0.000057,-0.087266,0.000000
17.292000,-0.084815,0.000019,-0.087266,0.000000
17.300000,-0.084815,0.000019,-0.087266,0.000000
17.308000,-0.087367,0.000042,-0.087266,0.000000
17.316000,-0.087367,0.000042,-0.087266,0.000000
17.324000,-0.089109,0.000020,-0.087266,0.000000
17.332000,-0.089109,0.000020,-0.087266,0.000000
17.340000,-0.089109,0.000020,-0.087266,0.000000
17.348000,-0.090293,0.000055,-0.087266,0.000000
17.356000,-0.090293,0.000055,-0.087266,0.000000
17.364000,-0.090688,0.000001,-0.087266,0.000000
17.372000,-0.090688,0.000001,-0.087266,0.000000
17.380000,-0.090688,0.000001,-0.087266,0.000000
17.392000,-0.090822,-0.000006,-0.087266,0.000000
17.400000,-0.090822,-0.000006,-0.087266,0.000000
17.408000,-0.090586,0.000047,-0.087266,0.000000
17.416000,-0.090586,0.000047,-0.087266,0.000000
17.424000,-0.090088,0.000105,-0.087266,0.000000
17.432000,-0.090088,0.000105,-0.087266,0.000000
17.440000,-0.090088,0.000105,-0.087266,0.000000
17.448000,-0.089451,0.000120,-0.087266,0.000000
17.456000,-0.089451,0.000120,-0.087266,0.000000
17.464000,-0.088814,0.000092,-0.087266,0.000000
17.472000,-0.088814,0.000092,-0.087266,0.000000
17.480000,-0.088814,0.000092,-0.087266,0.000000
17.492000,-0.088124,0.000073,-0.087266,0.000000
17.500000,-0.088124,0.000073,-0.087266,0.000000
17.508000,-0.087480,0.000056,-0.087266,0.000000
17.516000,-0.087480,0.000056,-0.087266,0.000000
17.524000,-0.086892,0.000046,-0.087266,0.000000
17.532000,-0.086892,0.000046,-0.087266,0.000000
17.540000,-0.086892,0.000046,-0.087266,0.000000
17.548000,-0.086357,0.000043,-0.087266,0.000000
17.556000,-0.086357,0.000043,-0.087266,0.000000
17.564000,-0.086357,0.000043,-0.087266,0.000000
17.572000,-0.085957,0.000067,-0.087266,0.000000
17.580000,-0.085957,0.000067,-0.087266,0.000000
17.592000,-0.085650,0.000088,-0.087266,0.000000
17.600000,-0.085650,0.000088,-0.087266,0.000000
17.608000,-0.085287,0.000113,-0.087266,0.000000
17.616000,-0.085287,0.000113,-0.087266,0.000000
17.624000,-0.084914,0.000119,-0.087266,0.000000
17.632000,-0.084914,0.000119,-0.087266,0.000000
17.640000,-0.084914,0.000119,-0.087266,0.000000
17.648000,-0.084742,0.000112,-0.087266,0.000000
17.656000,-0.084742,0.000112,-0.087266,0.000000
17.664000,-0.084576,0.000125,-0.087266,0.000000
17.672000,-0.084576,0.000125,-0.087266,0.000000
17.680000,-0.084576,0.000125,-0.087266,0.000000
17.692000,-0.084455,0.000133,-0.087266,0.000000
17.700000,-0.084455,0.000133,-0.087266,0.000000
17.708000,-0.084377,0.000177,-0.087266,0.000000
17.716000,-0.084377,0.000177,-0.087266,0.000000
17.724000,-0.084321,0.000215,-0.087266,0.000000
17.732000,-0.084321,0.000215,-0.087266,0.000000
17.740000,-0.084321,0.000215,-0.087266,0.000000
17.748000,-0.084300,0.000211,-0.087266,0.000000
17.756000,-0.084300,0.000211,-0.087266,0.000000
17.764000,-0.084359,0.000173,-0.087266,0.000000
17.772000,-0.084359,0.000173,-0.087266,0.000000
17.780000,-0.084359,0.000173,-0.087266,0.000000
17.792000,-0.084379,0.000169,-0.087266,0.000000
17.800000,-0.084379,0.000169,-0.087266,0.000000
17.808000,-0.084436,0.000201,-0.087266,0.000000
17.816000,-0.084436,0.000201,-0.087266,0.000000
17.824000,-0.084540,0.000182,-0.087266,0.000000
17.832000,-0.084540,0.000182,-0.087266,0.000000
17.840000,-0.084540,0.000182,-0.087266,0.000000
17.848000,-0.084602,0.000139,-0.087266,0.000000
17.856000,-0.084602,0.000139,-0.087266,0.000000
17.864000,-0.084668,0.000106,-0.087266,0.000000
17.872000,-0.084668,0.000106,-0.087266,0.000000
17.880000,-0.084668,0.000106,-0.087266,0.000000
17.892000,-0.084711,0.000084,-0.087266,0.000000
17.900000,-0.084711,0.000084,-0.087266,0.000000
17.908000,-0.084741,0.000053,-0.087266,0.000000
17.916000,-0.084741,0.000053,-0.087266,0.000000
17.924000,-0.084747,0.000096,-0.087266,0.000000
17.932000,-0.084747,0.000096,-0.087266,0.000000
17.940000,-0.084747,0.000096,-0.087266,0.000000
17.948000,-0.084786,0.000078,-0.087266,0.000000
17.956000,-0.084786,0.000078,-0.087266,0.000000
17.964000,-0.084838,0.000087,-0.087266,0.000000
17.972000,-0.084838,0.000087,-0.087266,0.000000
17.980000,-0.084838,0.000087,-0.087266,0.000000
17.992000,-0.084892,0.000104,-0.087266,0.000000
18.000000,-0.084892,0.000104,-0.087266,0.000000
18.008000,-0.084899,0.000140,-0.087266,0.000000
18.016000,-0.084899,0.000140,-0.087266,0.000000
18.024000,-0.084881,0.000136,-0.087266,0.000000
18.032000,-0.084881,0.000136,-0.087266,0.000000
18.040000,-0.084881,0.000136,-0.087266,0.000000
18.048000,-0.084901,0.000101,-0.087266,0.000000
18.056000,-0.084901,0.000101,-0.087266,0.000000
18.064000,-0.084923,0.000100,-0.087266,0.000000
18.072000,-0.084923,0.000100,-0.087266,0.000000
18.080000,-0.084923,0.000100,-0.087266,0.000000
18.092000,-0.084909,0.000071,-0.087266,0.000000
18.100000,-0.084909,0.000071,-0.087266,0.000000
18.108000,-0.084859,0.000041,-0.087266,0.000000
18.116000,-0.084859,0.000041,-0.087266,0.000000
18.124000,-0.084846,0.000037,-0.087266,0.000000
18.132000,-0.084846,0.000037,-0.087266,0.000000
18.140000,-0.084846,0.000037,-0.087266,0.000000
18.148000,-0.084779,0.000059,-0.087266,0.000000
18.156000,-0.084779,0.000059,-0.087266,0.000000
18.164000,-0.084706,0.000035,-0.087266,0.000000
18.172000,-0.084706,0.000035,-0.087266,0.000000
18.180000,-0.084706,0.000035,-0.087266,0.000000
18.192000,-0.084724,0.000055,-0.087266,0.000000
18.200000,-0.084724,0.000055,-0.087266,0.000000
18.208000,-0.084748,0.000054,-0.087266,0.000000
18.216000,-0.084748,0.000054,-0.087266,0.000000
18.224000,-0.084787,0.000068,-0.087266,0.000000
18.232000,-0.084787,0.000068,-0.087266,0.000000
18.240000,-0.084787,0.000068,-0.087266,0.000000
18.248000,-0.084815,0.000062,-0.087266,0.000000
18.256000,-0.084815,0.000062,-0.087266,0.000000
18.264000,-0.084858,0.000103,-0.087266,0.000000
18.272000,-0.084858,0.000103,-0.087266,0.000000
18.280000,-0.084858,0.000103,-0.087266,0.000000
18.292000,-0.084891,0.000094,-0.087266,0.000000
18.300000,-0.084891,0.000094,-0.087266,0.000000
18.308000,-0.084909,0.000047,-0.087266,0.000000
18.316000,-0.084909,0.000047,-0.087266,0.000000
18.324000,-0.084871,-0.000007,-0.087266,0.000000
18.332000,-0.084871,-0.000007,-0.087266,0.000000
18.340000,-0.084871,-0.000007,-0.087266,0.000000
18.348000,-0.084897,-0.000031,-0.087266,0.000000
18.356000,-0.084897,-0.000031,-0.087266,0.000000
18.364000,-0.084937,-0.000014,-0.087266,0.000000
18.372000,-0.084937,-0.000014,-0.087266,0.000000
18.380000,-0.084937,-0.000014,-0.087266,0.000000
18.392000,-0.085043,0.000009,-0.087266,0.000000
18.400000,-0.085043,0.000009,-0.087266,0.000000
18.408000,-0.085061,-0.000006,-0.087266,0.000000
18.416000,-0.085061,-0.000006,-0.087266,0.000000
18.424000,-0.085029,0.000018,-0.087266,0.000000
18.432000,-0.085029,0.000018,-0.087266,0.000000
18.440000,-0.085029,0.000018,-0.087266,0.000000
18.448000,-0.085000,0.000062,-0.087266,0.000000
18.456000,-0.085000,0.000062,-0.087266,0.000000
18.464000,-0.084963,0.000064,-0.087266,0.000000
18.472000,-0.084963,0.000064,-0.087266,0.000000
18.480000,-0.084963,0.000064,-0.087266,0.000000
18.492000,-0.084982,0.000023,-0.087266,0.000000
18.500000,-0.084982,0.000023,-0.087266,0.000000
18.508000,-0.084979,0.000039,-0.087266,0.000000
18.516000,-0.084979,0.000039,-0.087266,0.000000
18.524000,-0.084976,0.000065,-0.087266,0.000000
18.532000,-0.084976,0.000065,-0.087266,0.000000
18.540000,-0.084976,0.000065,-0.087266,0.000000
18.548000,-0.085037,0.000018,-0.087266,0.000000
18.556000,-0.085037,0.000018,-0.087266,0.000000
18.564000,-0.085081,-0.000004,-0.087266,0.000000
18.572000,-0.085081,-0.000004,-0.087266,0.000000
18.580000,-0.085081,-0.000004,-0.087266,0.000000
18.592000,-0.085051,0.000008,-0.087266,0.000000
18.600000,-0.085051,0.000008,-0.087266,0.000000
18.608000,-0.085044,0.000030,-0.087266,0.000000
18.616000,-0.085044,0.000030,-0.087266,0.000000
18.624000,-0.085044,0.000030,-0.087266,0.000000
18.632000,-0.085108,0.000034,-0.087266,0.000000
18.640000,-0.085108,0.000034,-0.087266,0.000000
18.648000,-0.085164,0.000039,-0.087266,0.000000
18.656000,-0.085164,0.000039,-0.087266,0.000000
18.664000,-0.085196,0.000070,-0.087266,0.000000
18.672000,-0.085196,0.000070,-0.087266,0.000000
18.680000,-0.085196,0.000070,-0.087266,0.000000
18.692000,-0.085266,0.000053,-0.087266,0.000000
18.700000,-0.085266,0.000053,-0.087266,0.000000
18.708000,-0.085332,0.000079,-0.087266,0.000000
18.716000,-0.085332,0.000079,-0.087266,0.000000
18.724000,-0.085368,0.000131,-0.087266,0.000000
18.732000,-0.085368,0.000131,-0.087266,0.000000
18.740000,-0.085368,0.000131,-0.087266,0.000000
18.748000,-0.085428,0.000121,-0.087266,0.000000
18.756000,-0.085428,0.000121,-0.087266,0.000000
18.764000,-0.085426,0.000058,-0.087266,0.000000
18.772000,-0.085426,0.000058,-0.087266,0.000000
18.780000,-0.085426,0.000058,-0.087266,0.000000
18.792000,-0.085469,0.000014,-0.087266,0.000000
18.800000,-0.085469,0.000014,-0.087266,0.000000
18.808000,-0.085463,-0.000049,-0.087266,0.000000
18.816000,-0.085463,-0.000049,-0.087266,0.000000
18.824000,-0.085494,-0.000044,-0.087266,0.000000
18.832000,-0.085494,-0.000044,-0.087266,0.000000
18.840000,-0.085494,-0.000044,-0.087266,0.000000
18.848000,-0.085477,-0.000085,-0.087266,0.000000
18.856000,-0.085477,-0.000085,-0.087266,0.000000
18.864000,-0.085465,-0.000131,-0.087266,0.000000
18.872000,-0.085465,-0.000131,-0.087266,0.000000
18.880000,-0.085465,-0.000131,-0.087266,0.000000
18.892000,-0.085427,-0.000109,-0.087266,0.000000
18.900000,-0.085427,-0.000109,-0.087266,0.000000
18.908000,-0.085394,-0.000054,-0.087266,0.000000
18.916000,-0.085394,-0.000054,-0.087266,0.000000
18.924000,-0.085376,-0.000029,-0.087266,0.000000
18.932000,-0.085376,-0.000029,-0.087266,0.000000
18.940000,-0.085376,-0.000029,-0.087266,0.000000
18.948000,-0.085403,-0.000008,-0.087266,0.000000
18.956000,-0.085403,-0.000008,-0.087266,0.000000
18.964000,-0.085403,-0.000008,-0.087266,0.000000
18.972000,-0.085466,-0.000004,-0.087266,0.000000
18.980000,-0.085466,-0.000004,-0.087266,0.000000
18.992000,-0.085459,-0.000040,-0.087266,0.000000
19.000000,-0.085459,-0.000040,0.000000,0.000000
19.008000,-0.085417,-0.000071,0.000000,0.000000
19.016000,-0.085417,-0.000071,0.000000,0.000000
19.024000,-0.085375,0.000002,0.000000,0.000000
